Donor,Ratios,Cytokine_Treatments,Time,CD121a,CD178,G-CSF,GM-CSF,Granzyme B,IFNg,IL-10,IL-1A,IL-1B,IL-2,IL-4,IL-5,IL-6,IL-7,IL-8,IP-10,MIG,MIP-1A,TNF
Donor_1,1.1,None,60.0,0.00015770165467053534,0.0007829902350797825,0.00031884154410233577,0.00036138765738476074,0.0001440766527160089,5.5138484647284916e-05,9.920042067134245e-05,8.100672347974149e-05,0.00025308772471348956,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0001833488019265867,0.00028167801271341175,0.009677837224810092,0.00031129539603082815,0.00011116893645923411,4.089819602513969e-05,0.00022768010759249157
Donor_1,1.1,None,72.0,0.0002224372166972056,0.0003748715388778988,0.0003260182157656953,0.00036138765738476074,0.0005927279473700555,5.5138484647284916e-05,0.000146046885632547,0.00326931042444347,0.004953609660625034,0.00020818244457069512,0.00010785613817057216,3.680390564499598e-05,0.014592268915143244,0.00028167801271341175,1.2687527676429229,0.003941007110664906,0.00011116893645923411,0.001391795686563997,0.006221074894799541
Donor_1,1.1,IL-12/IL-15,1.0,0.00041676721694189063,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.003308603531805899,5.5138484647284916e-05,9.920042067134245e-05,0.0009989418547353055,0.00033705228796114187,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0017378016968580547,0.00028167801271341175,0.06092625102378548,0.00047351286448440495,0.00011116893645923411,0.0023371118028510745,0.0032376102315137133
Donor_1,1.1,IL-12/IL-15,3.0,0.00037219415569360683,0.0014790344880650109,0.000535394720062044,0.00036138765738476074,0.0023691927198573144,5.5138484647284916e-05,0.00014016658973720392,0.0009155724549047207,0.0009708162243203187,0.00020818244457069512,6.451157841554102e-05,3.680390564499598e-05,0.003098840784449714,0.00028167801271341175,0.38649645386326953,0.0017476060217222569,0.00015958907668174293,0.007603204873328682,0.003858918976610629
Donor_1,1.1,IL-12/IL-15,6.0,0.00015770165467053534,0.0011955334799883584,0.00031884154410233577,0.00036138765738476074,0.0007341692657019458,5.5138484647284916e-05,9.920042067134245e-05,0.0007717286302586004,0.003109852057875331,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.004451855850821825,0.00028167801271341175,1.2687527676429229,0.008766131838091148,0.0004677094266158968,0.0038119831122628844,0.0037218241436066213
Donor_1,1.1,IL-12/IL-15,12.0,0.00015770165467053534,0.0011763173299811254,0.00031884154410233577,0.00036138765738476074,0.0002441260893271875,9.468732369596379e-05,9.920042067134245e-05,0.0011182925566620584,0.01103922211173707,0.00020818244457069512,5.691796838686227e-05,3.680390564499598e-05,0.0075183448457794835,0.00028167801271341175,1.2687527676429229,0.013091803138621036,0.0011491408570879374,0.007194060443402936,0.005367983603325455
Donor_1,1.1,IL-12/IL-15,18.0,0.000259695419392964,0.0011955334799883584,0.0003772912531829219,0.00044778813739637923,0.0004691067973130255,0.00012283829965347616,9.920042067134245e-05,0.001317539185876132,0.01712439358863399,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0076743083696409085,0.00028167801271341175,1.2687527676429229,0.011216424690781195,0.0014288405074464722,0.012056958582206914,0.006673912210014992
Donor_1,1.1,IL-12/IL-15,24.0,0.00015770165467053534,0.0006268176243671072,0.00031884154410233577,0.00036138765738476074,0.00021617249715684823,7.134033615550136e-05,9.920042067134245e-05,0.0008763094276360028,0.014721479955910301,0.00020818244457069512,0.0005901105542953842,3.680390564499598e-05,0.007426870049493396,0.00028167801271341175,0.9563355862177427,0.007118063275059518,0.0010901697473106474,0.008505801472408453,0.004929841508530404
Donor_1,1.1,IL-12/IL-15,30.0,0.00015770165467053534,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.00023594098995425165,5.5138484647284916e-05,9.920042067134245e-05,0.0015161884324901033,0.021553240137173222,0.00020818244457069512,0.00010035006962774529,3.680390564499598e-05,0.01028213815678463,0.00028167801271341175,0.19020830590281912,0.00503422869728872,0.0009464243539370901,0.012822619696614109,0.005568580043918601
Donor_1,1.1,IL-12/IL-15,36.0,0.0003107068474127023,0.0010104475729479825,0.0006057111007255137,0.00036138765738476074,0.0011898870394949168,5.5138484647284916e-05,9.920042067134245e-05,0.002347853397783941,0.03556390081021108,0.00020818244457069512,5.2613500845166494e-05,4.783373543724919e-05,0.01693860187341938,0.00028167801271341175,0.1413557405513006,0.006453000181400822,0.000995988375255312,0.015928650311433666,0.005899234411357911
Donor_1,1.1,IL-12/IL-15,42.0,0.0003209350066274732,0.0007203275547284043,0.0004953559083884525,0.00036138765738476074,0.00015390085945714437,5.5138484647284916e-05,9.920042067134245e-05,0.0015120281613395564,0.017078104070688844,0.00020818244457069512,5.2613500845166494e-05,4.600786301981366e-05,0.014177412363196189,0.00028167801271341175,0.20433963559101953,0.0033963301639515064,0.0006637539628206481,0.008648054772838868,0.003536523021133843
Donor_1,1.1,IL-12/IL-15,48.0,0.00015770165467053534,0.0003748715388778988,0.0010396950578483543,0.00036138765738476074,0.00036867941922808444,6.623136863989905e-05,0.0001637053260157825,0.003643779172233255,0.02728173237732103,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.030658739164936725,0.00028167801271341175,0.18109876828092003,0.006688977050840641,0.0008021756357853528,0.014589148645633173,0.005425942775171075
Donor_1,1.1,IL-12/IL-15,60.0,0.00015770165467053534,0.0007265826510343464,0.001668574029029859,0.00037620248000533405,0.0031836285844377686,6.623136863989905e-05,0.00019515666186015348,0.003950545068812832,0.029500576458387797,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.04584511162568314,0.00028167801271341175,0.15087537129629033,0.006117469617062023,0.0007185559022502729,0.015358348711571023,0.004831735336098355
Donor_1,1.1,IL-12/IL-15,72.0,0.00015770165467053534,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0001440766527160089,5.5138484647284916e-05,9.920042067134245e-05,8.100672347974149e-05,0.00025308772471348956,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0001833488019265867,0.00028167801271341175,0.04157517409547595,0.00028439501335463506,0.00011116893645923411,2.9565765260676424e-05,0.00022768010759249157
Donor_1,3.1,None,1.0,0.0007703501400431583,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0011006848796170953,5.5138484647284916e-05,0.00021681796842762909,0.0003352302733822587,0.000956615704533111,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.003506360210639604,0.00028167801271341175,0.12574237707635225,0.00028439501335463506,0.00011116893645923411,0.004323512088963763,0.0012513068538296812
Donor_1,3.1,None,3.0,0.00016850920983142313,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.000570330325075278,5.5138484647284916e-05,0.0003611873936276902,0.0002546187543866558,0.0011651798152257386,0.00020818244457069512,8.058662627219348e-05,3.680390564499598e-05,0.004345700769105887,0.00028167801271341175,0.2357510775956254,0.00028439501335463506,0.00011116893645923411,0.00675835869381588,0.0007770879542264371
Donor_1,3.1,None,6.0,0.00015770165467053534,0.00069533282385513,0.00031884154410233577,0.00036138765738476074,0.0006298663864217419,5.5138484647284916e-05,0.00041082648154932335,0.000386284545444132,0.002560273604362082,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.012697165100758799,0.00028167801271341175,1.2168767625527108,0.0004615761801522907,0.00011116893645923411,0.011194117117448896,0.0012316282773703
Donor_1,3.1,None,12.0,0.0009422114084914968,0.0003748715388778988,0.00047743625773680046,0.00036138765738476074,0.0002539105338753608,5.5138484647284916e-05,0.0005183170618758996,0.0004741179568758124,0.0054724059576166766,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.03821267884336456,0.00028167801271341175,1.2687527676429229,0.002172263789960578,0.00011116893645923411,0.017400309576115713,0.0013498707029968
Donor_1,3.1,None,18.0,0.0007563727171336455,0.0003748715388778988,0.0008323894204459711,0.00036138765738476074,0.0003561344629729156,5.5138484647284916e-05,0.0005402537590823443,0.0007217583730230018,0.00998036005083763,0.00020818244457069512,5.2613500845166494e-05,4.9655397006848476e-05,0.05071454085963975,0.00028167801271341175,1.2687527676429229,0.0038738899563285673,0.00011116893645923411,0.020934616575688764,0.0013620935452078378
Donor_1,3.1,None,24.0,0.00021905702715070905,0.00044182673292623146,0.0013223532811421478,0.00036138765738476074,0.001030490671126137,5.5138484647284916e-05,0.0004983859020477498,0.0009853551512128927,0.011930338321803746,0.000210241286621528,9.753224477397892e-05,3.680390564499598e-05,0.06661117199540269,0.00028167801271341175,1.2687527676429229,0.005324989790144083,0.00017131712324266235,0.022281446730750155,0.001651142994906766
Donor_1,3.1,None,30.0,0.0009246223949309992,0.0003748715388778988,0.0013143777681621158,0.00036138765738476074,0.0016727033517390803,5.5138484647284916e-05,0.00032154169802583045,0.0006871918163812049,0.009509973469172699,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.05366354894501834,0.00028167801271341175,0.410334606684111,0.003311978413568361,0.00011409998298547357,0.019471330834689826,0.0019524439782869934
Donor_1,3.1,None,36.0,0.00015770165467053534,0.000478581141304147,0.00172290838972619,0.00036138765738476074,0.002191909374957725,5.5138484647284916e-05,0.0003691237588958844,0.0012370203559132701,0.012348019825516893,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.03788243640391481,0.00028167801271341175,0.3012245626346122,0.004244694057397529,0.00017299065382124946,0.019389282625531107,0.0022134257672438633
Donor_1,3.1,None,42.0,0.0001886918305981901,0.00099774055479305,0.0014018240100349068,0.00036138765738476074,0.0035272718848415835,5.5138484647284916e-05,0.0002464008038171947,0.0015378134136833559,0.013552272711212301,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.027855698348159985,0.00028167801271341175,0.20650558791885723,0.003316953705442009,0.00011116893645923411,0.01508465407426568,0.0021589806135071457
Donor_1,3.1,None,48.0,0.00015770165467053534,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0001440766527160089,5.5138484647284916e-05,0.00014016658973720392,8.100672347974149e-05,0.00025308772471348956,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0002062635381345651,0.00028167801271341175,0.043609920661563537,0.00028439501335463506,0.00011116893645923411,0.00011711277675775736,0.00022768010759249157
Donor_1,3.1,None,60.0,0.0010691833458685831,0.0003748715388778988,0.0016179532332412949,0.00036138765738476074,0.0013677301480792773,5.5138484647284916e-05,0.0002187886058414087,0.002362547973589809,0.009954048145179561,0.0005663719105750024,7.114008835986585e-05,3.680390564499598e-05,0.03280390899197538,0.00028167801271341175,0.2665212882469928,0.006091337917073762,0.00014783633378692276,0.017908180420629433,0.002176899397330224
Donor_1,3.1,None,72.0,0.0002224372166972056,0.0003748715388778988,0.0018656660123040037,0.0005433633527249869,0.008462301235859403,0.00010074203158036188,0.00015389192201948647,0.00307065554458289,0.00954287238285542,0.00251567520287244,5.2613500845166494e-05,3.680390564499598e-05,0.03783584781033161,0.00028167801271341175,0.21604243770931122,0.014532939273764046,0.00016796865968534086,0.019868428341557807,0.002268148770358714
Donor_1,3.1,IL-12/IL-15,1.0,0.00039617871245364427,0.0004357141937765736,0.00031884154410233577,0.00036138765738476074,0.0027944832180498316,5.5138484647284916e-05,0.00014996875431030744,0.00024456499886494254,0.00036683027222655256,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0008151343466347224,0.00028167801271341175,0.05264329042045034,0.00028439501335463506,0.00011116893645923411,0.0011561239180141504,0.001760105439869038
Donor_1,3.1,IL-12/IL-15,3.0,0.00015770165467053534,0.0011635151408293846,0.00031884154410233577,0.00036138765738476074,0.007683031042257296,0.0001368250071438261,9.920042067134245e-05,0.00025096543135108286,0.0010593618029808975,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0019318000368302641,0.00028167801271341175,1.2687527676429229,0.006308412083353402,0.00016964312688224145,0.012739920943091383,0.002467888325276448
Donor_1,3.1,IL-12/IL-15,6.0,0.00045114083978062855,0.0014725585964121236,0.00031884154410233577,0.00044778813739637923,0.004075253561842097,0.000251156457224064,9.920042067134245e-05,0.0002473091629472938,0.0030625093290955543,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0027713570480953,0.00028167801271341175,1.2687527676429229,0.054543825216221246,0.0039827734406841135,0.004152896922785883,0.0023586293600480366
Donor_1,3.1,IL-12/IL-15,12.0,0.00016850920983142313,0.0017718763209384118,0.00031884154410233577,0.00036138765738476074,0.0005433326366340937,0.0002813639963252974,0.00019122146523757299,0.0006897873996056305,0.012167125477891718,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.004940627049348791,0.00028167801271341175,1.2687527676429229,0.07967522650219828,0.019616102519359423,0.002459031543104399,0.0035444468421951605
Donor_1,3.1,IL-12/IL-15,18.0,0.0006240105042192113,0.002424781369317724,0.00031884154410233577,0.0008248062545106685,0.0010544090402509463,0.0003356614238751787,0.000222730566825572,0.001293241259873394,0.029718447979482508,0.00024103758491088027,5.2613500845166494e-05,3.680390564499598e-05,0.006326511727106455,0.00028167801271341175,0.3742729953233459,0.1038074093792487,0.042653658710827824,0.0028273276916957434,0.004650984576879908
Donor_1,3.1,IL-12/IL-15,24.0,0.00015770165467053534,0.002451384272611898,0.00031884154410233577,0.00036138765738476074,0.003017585957931627,0.00041368965648242085,9.920042067134245e-05,0.0013727593492471493,0.03472994802149743,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0066160410847317195,0.00028167801271341175,0.25031435772884253,0.07278541796869906,0.028874226338541514,0.0026817472296913366,0.00445290927753733
Donor_1,3.1,IL-12/IL-15,30.0,0.00015770165467053534,0.0009279939783240993,0.00031884154410233577,0.00036138765738476074,0.0004736844741374231,0.0007509426718774212,9.920042067134245e-05,0.0006742061715116452,0.012134237099534631,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.004233008978971928,0.00028167801271341175,0.17291165077769474,0.02894741076604919,0.018021579856926283,0.0015566590336165663,0.0029518456279716836
Donor_1,3.1,IL-12/IL-15,36.0,0.0005200974258039876,0.001719619129378273,0.00035875188059976475,0.0007528610883400533,0.0008585238938587989,0.0002910842239179293,9.920042067134245e-05,0.0009828066049200382,0.019373895771398864,0.00023189150346882072,5.2613500845166494e-05,3.680390564499598e-05,0.005534848712040248,0.00028167801271341175,0.14478089119722734,0.047337053312814126,0.018649948013208743,0.0026026419818137563,0.0034655847027632047
Donor_1,3.1,IL-12/IL-15,42.0,0.0007319320636728374,0.0014402009374175542,0.00031884154410233577,0.00036138765738476074,0.00042306566759887606,0.00041752944060367164,9.920042067134245e-05,0.0011402299929269882,0.016503072566177123,0.0002857389941542341,5.786831134534939e-05,3.680390564499598e-05,0.005591732085869011,0.00028167801271341175,0.10862979364534252,0.036443507894424514,0.016769904701354147,0.0023783612838752274,0.0029541855568962407
Donor_1,3.1,IL-12/IL-15,48.0,0.00022920117592623002,0.0005216241662263284,0.00031884154410233577,0.00036138765738476074,0.003987270787603105,0.0007829526941586658,9.920042067134245e-05,0.0017334944059108478,0.01786550727730504,0.0009184754535010903,5.2613500845166494e-05,3.680390564499598e-05,0.007592917653373471,0.00028167801271341175,0.09060842443379112,0.0437485304637718,0.02107308591699283,0.003022329459781042,0.0036581417907854525
Donor_1,3.1,IL-12/IL-15,60.0,0.00015770165467053534,0.0008837394569442384,0.0003260182157656953,0.0005672777803502117,0.005518885166394026,0.0002901127035288694,9.920042067134245e-05,0.001924080947143895,0.015430318602010521,0.0011000821477303135,8.341581565790859e-05,3.680390564499598e-05,0.00889649452984567,0.00028167801271341175,0.08485358590060424,0.03469545565450164,0.016801295460665038,0.0018826133497086216,0.003524983695922501
Donor_1,3.1,IL-12/IL-15,72.0,0.0002868738937564247,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0001440766527160089,9.16548672115276e-05,0.00017942218216211018,8.100672347974149e-05,0.00025308772471348956,0.00020818244457069512,0.00010128896645337238,3.680390564499598e-05,0.0001833488019265867,0.00028167801271341175,0.21337612860104258,0.0007389868611982333,0.00044653253489755103,0.00011471733815727069,0.00022768010759249157
Donor_1,10.1,None,1.0,0.0008403577510097131,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.002405535916313219,5.5138484647284916e-05,0.00025429760624087966,0.000510227717521549,0.00118629058615049,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.002928415269661564,0.00028167801271341175,0.15367665628065713,0.00028439501335463506,0.00011116893645923411,0.004114834279466975,0.0007828392919695964
Donor_1,10.1,None,3.0,0.00015770165467053534,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0012190090626967125,5.5138484647284916e-05,0.00027800688555572865,0.000373780959025491,0.0012319736845530945,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.003938509029811545,0.00028167801271341175,0.30600659064896313,0.00028439501335463506,0.00011116893645923411,0.008676980002980705,0.0004895026275018658
Donor_1,10.1,None,6.0,0.0015034652024168795,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0004076050676209508,5.5138484647284916e-05,0.0002681246639731829,0.00010546051394577051,0.0005652200498448764,0.00020818244457069512,6.451157841554102e-05,3.680390564499598e-05,0.005003933126931147,0.00028167801271341175,0.46582398214997645,0.0007389868611982333,0.00011116893645923411,0.0067667605678923964,0.0003695198304071296
Donor_1,10.1,None,12.0,0.00021230030197126753,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.00019286558604885364,5.5138484647284916e-05,0.0007041533230816958,0.0003163162824992076,0.003329325447637041,0.0002857389941542341,5.2613500845166494e-05,3.680390564499598e-05,0.022367308694523524,0.00028167801271341175,1.2687527676429229,0.004536700269575148,0.00011116893645923411,0.016222994203780084,0.0008886556746063431
Donor_1,10.1,None,18.0,0.00029367852402832634,0.0003748715388778988,0.0006534847746444511,0.00044778813739637923,0.0001440766527160089,9.872526751603199e-05,0.0007903339640452555,0.0003406234020591257,0.006297973792790849,0.0003346664516813733,0.0002673492517901143,3.680390564499598e-05,0.04968576133048674,0.00028167801271341175,1.2687527676429229,0.00893023126546738,0.00026773876423163984,0.0182407815559828,0.0011453931958600165
Donor_1,10.1,None,24.0,0.0003311712943447918,0.0004113034117075585,0.001019194430310277,0.0012575256393472032,0.000354563137578664,0.000125839968833076,0.0007321958014368632,0.00047323542814202587,0.010595321215884836,0.0007456655463012791,7.303144913538554e-05,3.680390564499598e-05,0.0643227785646656,0.00028167801271341175,1.0990226623304657,0.009913916938070083,0.0005116129856499897,0.01614318060038421,0.0013775768701273234
Donor_1,10.1,None,30.0,0.0002902757220102204,0.0003748715388778988,0.0009367058865006878,0.000788826736701121,0.00019286558604885364,0.000138818883172454,0.00043667177839488,0.000563702871863872,0.008061308709103359,0.0008863456685254395,5.2613500845166494e-05,8.305222339511089e-05,0.04061463630062482,0.00028167801271341175,0.8765340736328721,0.004079235580218848,0.00040573142622805523,0.010012383674078956,0.0009115146030186107
Donor_1,10.1,None,36.0,0.0005304637449025888,0.0003748715388778988,0.00031884154410233577,0.00036138765738476074,0.0001440766527160089,5.5138484647284916e-05,9.920042067134245e-05,8.100672347974149e-05,0.00025308772471348956,0.00020818244457069512,8.530079339490339e-05,3.680390564499598e-05,0.0001833488019265867,0.00028167801271341175,0.004556944348459824,0.00028439501335463506,0.00011116893645923411,2.9565765260676424e-05,0.00022768010759249157
Donor_1,10.1,None,42.0,0.0001819585895672864,0.0003748715388778988,0.000794468886170272,0.000788826736701121,0.005628818569927967,8.659278578032457e-05,0.00020106136054704628,0.0008899760541388852,0.009871821104011571,0.000816645673130135,0.00013404454411094195,7.242561298969999e-05,0.02897008082399466,0.00028167801271341175,0.6104833158130548,0.0047283298697153335,0.00038610846120499593,0.00868927745242052,0.0009629751656365217
Donor_1,10.1,None,48.0,0.0002427430279345971,0.0003748715388778988,0.0017770639459984978,0.001083034208939889,0.0009370847494349356,0.00016960419143197895,0.00027010073159572525,0.0010371055180506733,0.011956647011470046,0.0013771804224502425,5.2613500845166494e-05,6.230223307230477e-05,0.056873289352015084,0.00028167801271341175,0.3673473990429824,0.007562978899161287,0.00044164182663834566,0.009976902348713597,0.0015145716482530618
Donor_1,10.1,None,60.0,0.000617066228534059,0.0006641485707213356,0.0011009256424104304,0.0016011932002493795,0.0015554849526920396,0.00011582421733418187,0.00019515666186015348,0.001129263882956368,0.010233595768597737,0.0013181069411073226,5.2613500845166494e-05,5.4493857309508935e-05,0.0400698213117432,0.00028167801271341175,0.38787031219143914,0.007172915219986635,0.0004432722216098752,0.007887315205996505,0.0014784754275105577
Donor_1,10.1,None,72.0,0.000700546132777815,0.0003748715388778988,0.001234321054649637,0.0022182319603658344,0.005399103267272404,0.00018146668394338844,0.0002148475622522164,0.0017310134005096192,0.008209595461255338,0.003041032732409966,0.00010035006962774529,8.128709924520789e-05,0.046847366316455606,0.00028167801271341175,0.24664097590179165,0.010771478332516127,0.00043185607643159195,0.00937758321485831,0.0017304316206329903
Donor_1,10.1,IL-12/IL-15,1.0,0.00015770165467053534,0.00046631487813698685,0.00032130972625286436,0.00037620248000533405,0.007654652430001315,5.5138484647284916e-05,9.920042067134245e-05,0.0001073776798972903,0.00025308772471348956,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0004993118957457484,0.00028167801271341175,0.05671932317544213,0.0005589645410309656,0.00021635340609821885,0.0014277428931981724,0.001207115883053386
Donor_1,10.1,IL-12/IL-15,3.0,0.00015770165467053534,0.0011187624530902785,0.00031884154410233577,0.00045972743086952295,0.01005284991548925,0.0002521327590777973,0.0001676328072917606,0.00013970208181946872,0.0017681864096266587,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.0014864166477274222,0.00028167801271341175,1.2687527676429229,0.01583171975448888,0.00034842108920572014,0.01554924513468376,0.0015731766857538512
Donor_1,10.1,IL-12/IL-15,6.0,0.00023258491737556362,0.0031079310004705437,0.00031884154410233577,0.00036138765738476074,0.009172080947985618,0.0007405777286081018,0.00021090745138012062,0.00030005485954014404,0.0023282878000350574,0.00020818244457069512,5.2613500845166494e-05,3.680390564499598e-05,0.00527414658253089,0.00028167801271341175,1.2687527676429229,0.27410228706829665,0.021127288855072576,0.025922163508887555,0.0021265553881139963
Donor_1,10.1,IL-12/IL-15,12.0,0.00015770165467053534,0.0032227001010802525,0.00031884154410233577,0.0004060190530351084,0.005059227447699433,0.0008215009427430878,0.00022075947259561036,0.0005225260879722673,0.005316245300217803,0.0005383675905798974,5.2613500845166494e-05,3.680390564499598e-05,0.01053708915085485,0.00028167801271341175,0.5470449738930436,0.31924893119619924,0.11717532964276811,0.007955877255335048,0.0030885385613858307
Donor_1,10.1,IL-12/IL-15,18.0,0.00040303849479608506,0.00469375938139425,0.00031884154410233577,0.0009028076293812323,0.0207648842353372,0.0005007762049771272,0.0003631712668275086,0.0009556013094711953,0.007823970738634117,0.0009571753459065023,5.2613500845166494e-05,3.680390564499598e-05,0.013763392843132147,0.00028167801271341175,0.23711852584263088,0.257337559962178,0.18715942872737096,0.0047298173176696144,0.0039377028549323284
